Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Online Journal of Public Health Informatics","Online J Public Health Inform","","1947-2579","JMIR Publications Inc.","","v.16;2024","v.1;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/2070/
"Ontario Health Technology Assessment Series","Ont Health Technol Assess Ser","","1915-7398","Ontario Health","","v.24(3);2024","v.1;2001","Immediate","No"," Full "," ",http://europepmc.org/journals/1947/
"Open Access Emergency Medicine : OAEM","Open Access Emerg Med","","1179-1500","Dove Press","","v.16;2024","v.1;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/2918/
"Open Access Journal of Contraception","Open Access J Contracept","","1179-1527","Dove Press","","v.15;2024","v.6;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3333/
"Open Access Journal of Sports Medicine","Open Access J Sports Med","","1179-1543","Dove Press","","v.15;2024","v.1;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/2247/
"Open Access Journal of Urology","Open Access J Urol","","1179-1551","Dove Press","","v.4;2012","v.1;2009","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2248/
"Open Access Macedonian Journal of Medical Sciences","Open Access Maced J Med Sci","","1857-9655","Scientific Foundation SPIROSKI","","v.6(4);Apr 15, 2021","v.3;2015","","All"," Full "," No New Content ",http://europepmc.org/journals/2946/
"Open Access Rheumatology : Research and Reviews","Open Access Rheumatol","","1179-156X","Dove Press","","v.16;2024","v.1;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/3070/
"The Open AIDS Journal","Open AIDS J","","1874-6136","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1150/
"The Open Biochemistry Journal","Open Biochem J","","1874-091X","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1151/
"Open Biology","Open Biol","","2046-2441","The Royal Society","","v.14(5);Apr 2024","v.1;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1858/
"The Open Biomedical Engineering Journal","Open Biomed Eng J","","1874-1207","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1152/
"The Open Cardiovascular Medicine Journal","Open Cardiovasc Med J","","1874-1924","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1153/
"The Open Dentistry Journal","Open Dent J","","1874-2106","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1155/
"Open Forum Infectious Diseases","Open Forum Infect Dis","","2328-8957","Oxford University Press","","v.11(6);Jun 2024","v.1;2014","Immediate","Some"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Open+Forum+Infect+Dis%22%5Bjournal%5D
"Open Heart","Open Heart","","2053-3624","BMJ Publishing Group","","v.11(1);2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2562/
"Open Journal of Cardiovascular Surgery","Open J Cardiovasc Surg","","1179-0652","SAGE Publications","","v.11;2019","v.4;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2626/
"Open Life Sciences","Open Life Sci","","2391-5412","De Gruyter","","v.19(1);2024","v.13;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/4057/
"Open Medicine","Open Med","","1911-2092","Open Medicine","","v.8(4);2014","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1156/
"Open Medicine","Open Med (Wars)","","2391-5463","De Gruyter","","v.19(1);2024","v.10;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3148/
"The Open Medicinal Chemistry Journal","Open Med Chem J","","1874-1045","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1157/
"The Open Medical Informatics Journal","Open Med Inform J","","1874-4311","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1158/
"The Open Microbiology Journal","Open Microbiol J","","1874-2858","Bentham Science Publishers","","v.12;2021","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1159/
"Open Mind : Discoveries in Cognitive Science","Open Mind (Camb)","","2470-2986","MIT Press","","v.8;2024","v.3;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/4130/
"The Open Neuroimaging Journal","Open Neuroimag J","","1874-4400","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1160/
"The Open Neurology Journal","Open Neurol J","","1874-205X","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1161/
"The Open Nursing Journal","Open Nurs J","","1874-4346","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1162/
"The Open Ophthalmology Journal","Open Ophthalmol J","","1874-3641","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1163/
"The Open Orthopaedics Journal","Open Orthop J","","1874-3250","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1164/
"Open Research Africa","Open Res Afr","","2752-6925","African Academy of Sciences","","v.7;2024","v.5;2022","Immediate","All"," Full "," ",http://europepmc.org/journals/4356/
"Open Research Europe","Open Res Eur","","2732-5121","European Commission, Directorate General for Research and Innovation","","v.4;2024","v.1;2021","Immediate","All"," Full "," ",http://europepmc.org/journals/4539/
"Open Respiratory Archives","Open Respir Arch","","2659-6636","Elsevier","","v.6(3);Jul-Sep 2024","v.3;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4514/
"The Open Respiratory Medicine Journal","Open Respir Med J","","1874-3064","Bentham Science Publishers","","v.18;2024","v.1;2007","Immediate","All"," Full "," ",http://europepmc.org/journals/1165/
"The Open Rheumatology Journal","Open Rheumatol J","","1874-3129","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1166/
"Open Veterinary Journal","Open Vet J","2226-4485","2218-6050","Faculty of Veterinary Medicine, University of Tripoli","","v.14(4);Apr 2024","v.1;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/2837/
"The Open Virology Journal","Open Virol J","","1874-3579","Bentham Science Publishers","","v.12;2018","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1167/
"Operative Neurosurgery","Oper Neurosurg (Hagerstown)","2332-4252","2332-4260","Wolters Kluwer Health","","v.25(4);Oct 2023","v.13;2017","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oper+Neurosurg+(Hagerstown)%22%5Bjournal%5D
"Ophthalmic Research","Ophthalmic Res","0030-3747","1423-0259","Karger Publishers","","v.47(3);Mar 2012","v.39;2007","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Ophthalmic+Res%22%5Bjournal%5D
"Ophthalmology and Eye Diseases","Ophthalmol Eye Dis","","1179-1721","SAGE Publications","","v.9;2017","v.1;2009","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2101/
"Ophthalmology Science","Ophthalmol Sci","","2666-9145","Elsevier","","v.4(5);Sep-Oct 2024","v.3;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4315/
"Ophthalmology and Therapy","Ophthalmol Ther","2193-8245","2193-6528","Springer","","v.13(7);Jul 2024","v.1;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/2507/
"Ophthalmologica. International Journal of Ophthalmology","Ophthalmologica","0030-3755","1423-0267","Karger Publishers","","v.223(2);Feb 2009","v.223;2009","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Ophthalmologica%22%5Bjournal%5D
"Optics Express","Opt Express","","1094-4087","Optica Publishing Group","","v.32(4);Feb 12, 2024","v.17;2009","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Opt+Express%22%5Bjournal%5D
"Oral &#x0026; Implantology","Oral Implantol (Rome)","1974-5648","2035-2468","CIC Edizioni Internazionali","","v.10(4);Oct-Dec 2017","v.1;2008","","No"," Full "," No New Content ",http://europepmc.org/journals/2004/
"Organic and Medicinal Chemistry Letters","Org Med Chem Lett","","2191-2858","Springer-Verlag","","v.4;2014","v.1;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1784/
"Organogenesis","Organogenesis","1547-6278","1555-8592","Taylor &#x0026; Francis","","v.20(1);2024","v.1;2004","Immediate","Some"," Full "," ",http://europepmc.org/journals/1170/
"ORL; journal for oto-rhino-laryngology and its related specialties","ORL J Otorhinolaryngol Relat Spec","0301-1569","1423-0275","Karger Publishers","","v.72(6);Oct 2010","v.71;2009","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22ORL+J+Otorhinolaryngol+Relat+Spec%22%5Bjournal%5D
"Orphanet Journal of Rare Diseases","Orphanet J Rare Dis","","1750-1172","BMC","","v.19;2024","v.1;2006","Immediate","All"," Full "," ",http://europepmc.org/journals/1172/
"Orthopaedic Journal of Sports Medicine","Orthop J Sports Med","","2325-9671","SAGE Publications","","v.12(6);Jun 2024","v.1;2013","Immediate","Some"," Full "," ",http://europepmc.org/journals/2825/
"Orthopedic Research and Reviews","Orthop Res Rev","","1179-1462","Dove Press","","v.16;2024","v.8;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3604/
"Orthopedic Reviews","Orthop Rev (Pavia)","2035-8237","2035-8164","Open Medical Publishing","","v.16;2024","v.1;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/1622/
"Orthopaedic Surgery","Orthop Surg","1757-7853","1757-7861","Wiley","","v.16(6);Jun 2024","v.1;2009","Immediate","Some"," Full "," ",http://europepmc.org/journals/3716/
"Osong Public Health and Research Perspectives","Osong Public Health Res Perspect","2210-9099","2233-6052","Korea Disease Control and Prevention Agency","","v.15(2);Apr 2024","v.1;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/2233/
"Osteoarthritis and Cartilage Open","Osteoarthr Cartil Open","","2665-9131","Elsevier","","v.6(3);Sep 2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/4347/
"Osteopathic Medicine and Primary Care","Osteopath Med Prim Care","","1750-4732","BMC","","v.4;2010","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1173/
"Osteoporosis and Sarcopenia","Osteoporos Sarcopenia","2405-5255","2405-5263","Korean Society of Osteoporosis","","v.10(1);Mar 2024","v.2;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3605/
"OTA International","OTA Int","","2574-2167","Wolters Kluwer Health","","v.7(3);Sep 2024","v.1;2018","Immediate","Some"," Full "," ",http://europepmc.org/journals/4069/
"OTO Open","OTO Open","","2473-974X","Wiley","","v.8(2);Apr-Jun 2024","v.1;2017","Immediate","Some"," Full "," ",http://europepmc.org/journals/3550/
"Otology &#x0026; Neurotology Open","Otol Neurotol Open","","2766-3604","Wolters Kluwer Health","","v.4(1);Mar 2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4618/
"Oxford Journal of Legal Studies","Oxf J Leg Stud","0143-6503","1464-3820","Oxford University Press","","v.44(2);Summer 2024","v.33;2013","12 months","All"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oxf+J+Leg+Stud%22%5Bjournal%5D
"Oxford Medical Case Reports","Oxf Med Case Reports","","2053-8855","Oxford University Press","","v.2024(6);Jun 2024","v.2014;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2713/
"Oxford Open Immunology","Oxf Open Immunol","","2633-6960","Oxford University Press","","v.5(1);2024","v.1;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/4400/
"Oxford Open Neuroscience","Oxf Open Neurosci","","2753-149X","Oxford University Press","","v.3;2024","v.1;2022","Immediate","Some"," Full "," ",http://europepmc.org/journals/4629/
"Oxidative Medicine and Cellular Longevity","Oxid Med Cell Longev","1942-0900","1942-0994","Wiley","","v.2024;2024","v.1;2008","Immediate","All"," Full "," ",http://europepmc.org/journals/1176/
"Pharmacy and Therapeutics","P T","1052-1372","","MediMedia, USA","","v.44(9);Sep 2019","v.33;2008","","No"," Full "," No New Content ",http://europepmc.org/journals/1197/
"Paediatrics &#x0026; Child Health","Paediatr Child Health","1205-7088","1918-1485","Oxford University Press","","v.29(3);Jun 2024","v.2;1997","12 months","Some"," Full "," ",http://europepmc.org/journals/1187/
"Paediatric &#x0026; Neonatal Pain","Paediatr Neonatal Pain","","2637-3807","Wiley","","v.6(2);Jun 2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/4235/
"Pain Management","Pain Manag","1758-1869","1758-1877","Taylor &#x0026; Francis","","v.12(7);Oct 2022","v.5;2015","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Pain+Manag%22%5Bjournal%5D
"Pain Medicine: The Official Journal of the American Academy of Pain Medicine","Pain Med","1526-2375","1526-4637","Oxford University Press","","v.25(6);Jun 2024","v.15;2014","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Pain+Med%22%5Bjournal%5D
"Pain Reports","Pain Rep","","2471-2531","Wolters Kluwer Health","","v.9(4);Aug 2024","v.1;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3336/
"Pain Research &#x0026; Management","Pain Res Manag","1203-6765","1918-1523","Wiley","","v.2024;2024","v.11;2006","Immediate","Some"," Full "," ",http://europepmc.org/journals/1177/
"Pain Research and Treatment","Pain Res Treat","2090-1542","2090-1550","Wiley","","v.2019;2019","v.2010;2010","","All"," Full "," No New Content ",http://europepmc.org/journals/1720/
"Pain and Therapy","Pain Ther","2193-8237","2193-651X","Springer","","v.13(3);Jun 2024","v.1;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/2508/
"Pakistan Journal of Medical Sciences","Pak J Med Sci","1682-024X","1681-715X","Professional Medical Publications","","v.40(5);May-Jun 2024","v.29;2013","Immediate","All"," Full "," ",http://europepmc.org/journals/2300/
"Palliative Care","Palliat Care","","1178-2242","SAGE Publications","","v.12;2019","v.7;2013","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2552/
"Palliative Care and Social Practice","Palliat Care Soc Pract","","2632-3524","SAGE Publications","","v.18;2024","v.13;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/3820/
"Palliative Medicine Reports","Palliat Med Rep","","2689-2820","Mary Ann Liebert, Inc.","","v.5(1);2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4090/
"The Pan African Medical Journal","Pan Afr Med J","","1937-8688","African Field Epidemiology Network","","v.47;2024","v.1;2008","Immediate","All"," Full "," ",http://europepmc.org/journals/1413/
"Pancreatology","Pancreatology","1424-3903","1424-3911","Karger Publishers","","v.11(6);Feb 2012","v.7;2007","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Pancreatology%22%5Bjournal%5D
"Papillomavirus Research","Papillomavirus Res","","2405-8521","Elsevier","","v.10;Dec 2020","v.1;2015","Immediate","Some"," Full "," Predecessor ",http://europepmc.org/journals/3385/
"Parasites &#x0026; Vectors","Parasit Vectors","","1756-3305","BMC","","v.17;2024","v.1;2008","Immediate","Some"," Full "," ",http://europepmc.org/journals/1179/
"Parasite","Parasite","1252-607X","1776-1042","EDP Sciences","","v.31;2024","v.18;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/2156/
"Parasite Epidemiology and Control","Parasite Epidemiol Control","","2405-6731","Elsevier","","v.25;May 2024","v.1;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3408/
"Parasites, Hosts and Diseases","Parasites Hosts Dis","2982-5164","2982-6799","The Korean Society for Parasitology and Tropical Medicine","","v.62(2);May 2024","v.61;2023","Immediate","All"," Full "," ",http://europepmc.org/journals/4465/
"Parasitology","Parasitology","0031-1820","1469-8161","Cambridge University Press","","v.151(5);Apr 2024","v.147;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4483/
"Parkinson's Disease","Parkinsons Dis","2090-8083","2042-0080","Wiley","","v.2024;2024","v.2010;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1384/
"Particle and Fibre Toxicology","Part Fibre Toxicol","","1743-8977","BMC","","v.21;2024","v.1;2004","Immediate","All"," Full "," ",http://europepmc.org/journals/1180/
"Pathobiology of Aging &#x0026; Age Related Diseases","Pathobiol Aging Age Relat Dis","","2001-0001","Taylor &#x0026; Francis","","v.9(1);2019","v.1;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1931/
"Pathobiology","Pathobiology","1015-2008","1423-0291","Karger Publishers","","v.79(3);Mar 2012","v.76;2009","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Pathobiology%22%5Bjournal%5D
